Expected constant (n/10): 24786.9

Rank	Word	Frequency	Rank*Frequency
1343	someone	22	29546
1344	site	22	29568
1345	machines	22	29590
1346	implement	21	28266
1347	proved	21	28287
1348	completed	21	28308
1349	mind	21	28329
1350	adding	21	28350
1351	revision	21	28371
1352	cabinet	21	28392
1353	rise	21	28413
1354	begin	21	28434
1355	demands	21	28455
1356	build	21	28476
1357	documents	21	28497
1358	enhanced	21	28518
1359	pending	21	28539
1360	steel	21	28560
1361	pushed	21	28581
1362	commerce	21	28602
1363	blocks	21	28623
1364	united	21	28644
1365	seek	21	28665
1366	worried	21	28686
1367	unable	21	28707
1368	drunk	21	28728
1369	counterparts	21	28749
1370	locked	21	28770
1371	schemes	21	28791
1372	hundred	21	28812
1373	walked	21	28833
1374	single	21	28854
1375	judges	21	28875
1376	hatkata	21	28896
1377	deployed	21	28917
1378	affair	21	28938
1379	answer	21	28959
1380	initially	21	28980
1381	neighbour	21	29001
1382	cleared	21	29022
1383	anything	21	29043
1384	ragging	21	29064
1385	adjoining	21	29085
1386	liquor	21	29106
1387	changed	21	29127
1388	polio	21	29148
1389	kalna	21	29169
1390	oil	21	29190
1391	vigil	21	29211
1392	raping	21	29232
1393	victims	21	29253
1394	elephants	21	29274
1395	ceiling	21	29295
1396	crisis	21	29316
1397	halt	21	29337
1398	served	20	27960
1399	jalpaiguri	20	27980
1400	tourist	20	28000
1401	preliminary	20	28020
1402	friend	20	28040
1403	battalion	20	28060
1404	times	20	28080
1405	metro	20	28100
1406	future	20	28120
1407	cause	20	28140
1408	proper	20	28160
1409	speak	20	28180
1410	message	20	28200
1411	range	20	28220
1412	wing	20	28240
1413	mbbs	20	28260
1414	degree	20	28280
1415	shalishi	20	28300
1416	bibi	20	28320
1417	grounds	20	28340
1418	growth	20	28360
1419	healthcare	20	28380
1420	thrown	20	28400
1421	travelling	20	28420
1422	changes	20	28440
1423	civil	20	28460
1424	tax	20	28480
1425	camps	20	28500
1426	assistance	20	28520
1427	andhra	20	28540
1428	speaking	20	28560
1429	million	20	28580
1430	farmers	20	28600
1431	minimum	20	28620
1432	medal	20	28640
1433	hanging	20	28660
1434	motion	20	28680
1435	advised	20	28700
1436	shankar	20	28720
1437	lead	20	28740
1438	themselves	20	28760
1439	stolen	20	28780
1440	katwa	20	28800
1441	receiving	20	28820
1442	bhattacharjees	20	28840
1443	dipankar	20	28860
1444	affiliated	20	28880
1445	bear	20	28900
1446	happened	20	28920
1447	pramanik	20	28940
1448	trip	20	28960
1449	protection	20	28980
1450	ways	20	29000
1451	phase	20	29020
1452	protesting	20	29040
1453	bonus	20	29060
1454	fast	20	29080
1455	certificate	20	29100
1456	sanyal	20	29120
1457	starvation	20	29140
1458	pistol	20	29160
1459	moreover	20	29180
1460	appointment	20	29200
1461	incidents	20	29220
1462	sumo	19	27778
1463	faced	19	27797
1464	tonnes	19	27816
1465	produce	19	27835
1466	acres	19	27854
1467	forum	19	27873
1468	created	19	27892
1469	presidency	19	27911
1470	shah	19	27930
1471	dinajpur	19	27949
1472	responsibility	19	27968
1473	partners	19	27987
1474	suspected	19	28006
1475	ray	19	28025
1476	particular	19	28044
1477	facility	19	28063
1478	huge	19	28082
1479	growing	19	28101
1480	buy	19	28120
1481	secretariat	19	28139
1482	trees	19	28158
1483	syndicate	19	28177
1484	sister	19	28196
1485	field	19	28215
1486	parks	19	28234
1487	thought	19	28253
1488	blocked	19	28272
1489	resort	19	28291
1490	capital	19	28310
1491	apart	19	28329
1492	reason	19	28348
1493	dropped	19	28367
1494	ranjan	19	28386
1495	mela	19	28405
1496	bsc	19	28424
1497	compulsory	19	28443
1498	talking	19	28462
1499	bharat	19	28481
1500	moving	19	28500
1501	pandal	19	28519
1502	torture	19	28538
1503	network	19	28557
1504	kankrajhore	19	28576
1505	clinic	19	28595
1506	try	19	28614
1507	knew	19	28633
1508	kalyani	19	28652
1509	contai	19	28671
1510	guerrillas	19	28690
1511	fight	19	28709
1512	sandakphu	19	28728
1513	suri	19	28747
1514	eye	19	28766
1515	expelled	19	28785
1516	protested	19	28804
1517	benoy	19	28823
1518	buses	19	28842
1519	withdraw	19	28861
1520	rate	19	28880
1521	bangladeshi	19	28899
1522	dhantola	19	28918
1523	raj	19	28937
1524	maintenance	19	28956
1525	wrote	19	28975
1526	circular	19	28994
1527	impact	19	29013
1528	corruption	19	29032
1529	favour	19	29051
1530	concern	19	29070
1531	democratic	19	29089
1532	sumantra	19	29108
1533	commercial	19	29127
1534	deadline	19	29146
1535	polls	19	29165
1536	sell	19	29184
1537	contempt	19	29203
1538	lined	19	29222
1539	syllabi	19	29241
1540	maintain	19	29260
1541	delay	19	29279
1542	ceasework	19	29298
1543	paper	19	29317
1544	womens	19	29336
1545	autonomy	19	29355
1546	cancer	19	29374
1547	shortage	19	29393
1548	urged	19	29412
1549	wetlands	19	29431
1550	sentenced	18	27900
1551	attending	18	27918
1552	draw	18	27936
1553	stretch	18	27954
1554	developed	18	27972
1555	zone	18	27990
1556	drive	18	28008
1557	copy	18	28026
1558	facing	18	28044
1559	stabbed	18	28062
1560	heart	18	28080
1561	ahmed	18	28098
1562	crack	18	28116
1563	sure	18	28134
1564	seriously	18	28152
1565	p	18	28170
1566	belpahari	18	28188
1567	formed	18	28206
1568	gram	18	28224
1569	mentioned	18	28242
1570	exercise	18	28260
1571	lodge	18	28278
1572	anger	18	28296
1573	numbers	18	28314
1574	daily	18	28332
1575	distance	18	28350
1576	crowd	18	28368
1577	relations	18	28386
1578	isi	18	28404
1579	female	18	28422
1580	especially	18	28440
1581	using	18	28458
1582	leading	18	28476
1583	countries	18	28494
1584	original	18	28512
1585	tagores	18	28530
1586	travel	18	28548
1587	watch	18	28566
1588	fighting	18	28584
1589	arm	18	28602
1590	preparing	18	28620
1591	tortured	18	28638
1592	star	18	28656
1593	worked	18	28674
1594	investigating	18	28692
1595	instructions	18	28710
1596	gardens	18	28728
1597	account	18	28746
1598	date	18	28764
1599	capacity	18	28782
1600	nirupam	18	28800
1601	sabha	18	28818
1602	stood	18	28836
1603	businessman	18	28854
1604	speaker	18	28872
1605	named	18	28890
1606	kiran	18	28908
1607	image	18	28926
1608	neither	18	28944
1609	opinion	18	28962
1610	equipment	18	28980
1611	longer	18	28998
1612	suggested	18	29016
1613	campus	18	29034
1614	lok	18	29052
1615	threat	18	29070
1616	pulled	18	29088
1617	regular	18	29106
1618	closure	18	29124
1619	drawing	18	29142
1620	labourers	18	29160
1621	source	18	29178
1622	maity	18	29196
1623	benefits	18	29214
1624	excise	18	29232
1625	cancelled	18	29250
1626	tackle	18	29268
1627	tiger	18	29286
1628	great	18	29304
1629	aged	18	29322
1630	advani	18	29340
1631	approved	17	27727
1632	appears	17	27744
1633	sealdah	17	27761
1634	built	17	27778
1635	echoed	17	27795
1636	pleaded	17	27812
1637	m	17	27829
1638	jorabagan	17	27846
1639	maoists	17	27863
1640	judgment	17	27880
1641	something	17	27897
1642	resolution	17	27914
1643	claim	17	27931
1644	settle	17	27948
1645	applications	17	27965
1646	frame	17	27982
1647	popular	17	27999
1648	associates	17	28016
1649	busy	17	28033
1650	emergency	17	28050
1651	cover	17	28067
1652	helped	17	28084
1653	approach	17	28101
1654	gets	17	28118
1655	teaching	17	28135
1656	books	17	28152
1657	sleeping	17	28169
1658	cold	17	28186
1659	kg	17	28203
1660	universitys	17	28220
1661	kalam	17	28237
1662	word	17	28254
1663	goes	17	28271
1664	laid	17	28288
1665	fund	17	28305
1666	mahato	17	28322
1667	cu	17	28339
1668	lay	17	28356
1669	barrackpore	17	28373
1670	mission	17	28390
1671	improvement	17	28407
1672	certain	17	28424
1673	bad	17	28441
1674	noticed	17	28458
1675	shut	17	28475
1676	zonal	17	28492
1677	effect	17	28509
1678	witnesses	17	28526
1679	footballers	17	28543
1680	shelter	17	28560
1681	tuition	17	28577
1682	nadias	17	28594
1683	option	17	28611
1684	terms	17	28628
1685	claiming	17	28645
1686	molested	17	28662
1687	uncle	17	28679
1688	interim	17	28696
1689	murdered	17	28713
1690	violating	17	28730
1691	sheets	17	28747
1692	animal	17	28764
1693	knowledge	17	28781
1694	educational	17	28798
1695	guards	17	28815
1696	salaries	17	28832
1697	madhyamik	17	28849
1698	referred	17	28866
1699	positive	17	28883
1700	magistrates	17	28900
1701	royal	17	28917
1702	period	17	28934
1703	platform	17	28951
1704	create	17	28968
1705	involving	17	28985
1706	observed	17	29002
1707	hariharpara	17	29019
1708	mohammad	17	29036
1709	gold	17	29053
1710	flight	17	29070
1711	managed	17	29087
1712	selling	17	29104
1713	administrative	17	29121
1714	sessions	17	29138
1715	supposed	17	29155
1716	ration	17	29172
1717	modern	17	29189
1718	benefit	17	29206
1719	challenged	17	29223
1720	surgery	17	29240
1721	retirement	17	29257
1722	sanctioned	17	29274
1723	disabled	17	29291
1724	maidan	17	29308
1725	ba	17	29325
1726	suspension	17	29342
1727	dark	16	27632
1728	resources	16	27648
1729	visitors	16	27664
1730	prepare	16	27680
1731	revenue	16	27696
1732	agitation	16	27712
1733	tagore	16	27728
1734	threeday	16	27744
1735	fathers	16	27760
1736	sounded	16	27776
1737	takes	16	27792
1738	written	16	27808
1739	staterun	16	27824
1740	society	16	27840
1741	until	16	27856
1742	outfit	16	27872
1743	feet	16	27888
1744	zilla	16	27904
1745	aside	16	27920
1746	tehatta	16	27936
1747	cadre	16	27952
1748	pregnant	16	27968
1749	lying	16	27984
1750	increased	16	28000
1751	convention	16	28016
1752	keen	16	28032
1753	initiate	16	28048
1754	strategy	16	28064
1755	providing	16	28080
1756	bapi	16	28096
1757	quarters	16	28112
1758	pabitra	16	28128
1759	remain	16	28144
1760	passenger	16	28160
1761	restructuring	16	28176
1762	parliament	16	28192
1763	trio	16	28208
1764	attention	16	28224
1765	play	16	28240
1766	employment	16	28256
1767	t	16	28272
1768	function	16	28288
1769	soma	16	28304
1770	cricket	16	28320
1771	instance	16	28336
1772	athlete	16	28352
1773	dr	16	28368
1774	strong	16	28384
1775	basus	16	28400
1776	highway	16	28416
1777	rule	16	28432
1778	sold	16	28448
1779	document	16	28464
1780	arrests	16	28480
1781	blast	16	28496
1782	landmines	16	28512
1783	dozen	16	28528
1784	rivers	16	28544
1785	v	16	28560
1786	statement	16	28576
1787	oversee	16	28592
1788	backward	16	28608
1789	assured	16	28624
1790	floor	16	28640
1791	lines	16	28656
1792	series	16	28672
1793	payment	16	28688
1794	committees	16	28704
1795	politburo	16	28720
1796	flow	16	28736
1797	itself	16	28752
1798	examine	16	28768
1799	accident	16	28784
1800	manuscript	16	28800
1801	mandatory	16	28816
1802	dacoity	16	28832
1803	bagchi	16	28848
1804	reserve	16	28864
1805	damaged	16	28880
1806	cm	16	28896
1807	actor	16	28912
1808	proceedings	16	28928
1809	hired	16	28944
1810	suffering	16	28960
1811	diesel	16	28976
1812	note	16	28992
1813	madarsa	16	29008
1814	subjects	16	29024
1815	sukumar	16	29040
1816	foodgrain	16	29056
1817	distributed	16	29072
1818	repeated	16	29088
1819	practice	16	29104
1820	bhowmick	16	29120
1821	fortnight	16	29136
1822	stadium	16	29152
1823	tribunal	16	29168
1824	shyampukur	16	29184
1825	dismissed	15	27375
1826	ajay	15	27390
1827	described	15	27405
1828	plants	15	27420
1829	gate	15	27435
1830	air	15	27450
1831	jana	15	27465
1832	worker	15	27480
1833	based	15	27495
1834	earn	15	27510
1835	minority	15	27525
1836	shoot	15	27540
1837	bengali	15	27555
1838	erosion	15	27570
1839	efforts	15	27585
1840	k	15	27600
1841	statements	15	27615
1842	your	15	27630
1843	inmates	15	27645
1844	probing	15	27660
1845	spotted	15	27675
1846	clean	15	27690
1847	nri	15	27705
1848	increase	15	27720
1849	cooch	15	27735
1850	shows	15	27750
1851	chamber	15	27765
1852	mishap	15	27780
1853	husbands	15	27795
1854	remained	15	27810
1855	operations	15	27825
1856	follow	15	27840
1857	perform	15	27855
1858	trace	15	27870
1859	kamal	15	27885
1860	guha	15	27900
1861	inaugurated	15	27915
1862	coordination	15	27930
1863	touch	15	27945
1864	ends	15	27960
1865	petitioner	15	27975
1866	players	15	27990
1867	direct	15	28005
1868	karmakar	15	28020
1869	row	15	28035
1870	bdr	15	28050
1871	frontier	15	28065
1872	collapsed	15	28080
1873	swapan	15	28095
1874	published	15	28110
1875	manner	15	28125
1876	personal	15	28140
1877	kind	15	28155
1878	scripts	15	28170
1879	marksheets	15	28185
1880	always	15	28200
1881	trader	15	28215
1882	seemed	15	28230
1883	operator	15	28245
1884	attached	15	28260
1885	suggest	15	28275
1886	names	15	28290
1887	burnt	15	28305
1888	everyday	15	28320
1889	won	15	28335
1890	saline	15	28350
1891	window	15	28365
1892	manmohan	15	28380
1893	secretaries	15	28395
1894	samir	15	28410
1895	patra	15	28425
1896	agreement	15	28440
1897	wards	15	28455
1898	biggest	15	28470
1899	drinking	15	28485
1900	nor	15	28500
1901	hazra	15	28515
1902	alliance	15	28530
1903	chattopadhyaya	15	28545
1904	alias	15	28560
1905	library	15	28575
1906	needed	15	28590
1907	midnight	15	28605
1908	signed	15	28620
1909	blamed	15	28635
1910	performance	15	28650
1911	delegation	15	28665
1912	independent	15	28680
1913	dealers	15	28695
1914	accusing	15	28710
1915	chattopadhyay	15	28725
1916	recommendations	15	28740
1917	madarsas	15	28755
1918	scared	15	28770
1919	collect	15	28785
1920	bangladeshis	15	28800
1921	cess	15	28815
1922	recruitment	15	28830
1923	bungalows	15	28845
1924	potential	15	28860
1925	siddhartha	15	28875
1926	prosecutor	15	28890
1927	asi	15	28905
1928	fined	14	26992
1929	cargo	14	27006
1930	generation	14	27020
1931	guidelines	14	27034
1932	planned	14	27048
1933	irrigation	14	27062
1934	summons	14	27076
1935	policies	14	27090
1936	himalayan	14	27104
1937	rejected	14	27118
1938	minor	14	27132
1939	robbers	14	27146
1940	fit	14	27160
1941	extremists	14	27174
1942	attempts	14	27188
1943	compensation	14	27202
1944	bombs	14	27216
1945	addition	14	27230
1946	behar	14	27244
1947	thermal	14	27258
1948	thousand	14	27272
1949	lakshmi	14	27286
1950	dey	14	27300
1951	born	14	27314
1952	active	14	27328
1953	rebel	14	27342
1954	enter	14	27356
1955	biswanath	14	27370
1956	landed	14	27384
1957	vegetables	14	27398
1958	manoj	14	27412
1959	usually	14	27426
1960	replica	14	27440
1961	link	14	27454
1962	sadan	14	27468
1963	conducting	14	27482
1964	figure	14	27496
1965	sc	14	27510
1966	mistake	14	27524
1967	escaped	14	27538
1968	abide	14	27552
1969	whip	14	27566
1970	ii	14	27580
1971	crying	14	27594
1972	realised	14	27608
1973	homes	14	27622
1974	points	14	27636
1975	sushil	14	27650
1976	register	14	27664
1977	nominee	14	27678
1978	seat	14	27692
1979	questions	14	27706
1980	lalgarh	14	27720
1981	occurred	14	27734
1982	domestic	14	27748
1983	sanjay	14	27762
1984	rita	14	27776
1985	sticks	14	27790
1986	fired	14	27804
1987	parttime	14	27818
1988	unveiled	14	27832
1989	chakdah	14	27846
1990	ruled	14	27860
1991	blow	14	27874
1992	products	14	27888
1993	jee	14	27902
1994	associated	14	27916
1995	telephone	14	27930
1996	realise	14	27944
1997	flyover	14	27958
1998	palodhi	14	27972
1999	aimed	14	27986
2000	justices	14	28000
2001	sujit	14	28014
2002	involvement	14	28028
2003	emission	14	28042
2004	ma	14	28056
2005	bypass	14	28070
2006	slapped	14	28084
2007	goutam	14	28098
2008	offices	14	28112
2009	violation	14	28126
2010	french	14	28140
2011	reporters	14	28154
2012	governing	14	28168
2013	opportunities	14	28182
2014	memorial	14	28196
2015	debnath	14	28210
2016	lived	14	28224
2017	dilips	14	28238
2018	yesterdays	14	28252
2019	loan	14	28266
2020	acharya	14	28280
2021	portion	14	28294
2022	floods	14	28308
2023	mill	14	28322
2024	dulal	14	28336
2025	meters	14	28350
2026	alleging	14	28364
2027	panchayats	14	28378
2028	imposed	13	26364
2029	challenging	13	26377
2030	raju	13	26390
2031	ended	13	26403
2032	sagar	13	26416
2033	beating	13	26429
2034	affidavit	13	26442
2035	toy	13	26455
2036	museum	13	26468
2037	pankaj	13	26481
2038	determined	13	26494
2039	outpost	13	26507
2040	spend	13	26520
2041	shutdown	13	26533
2042	flat	13	26546
2043	draft	13	26559
2044	sit	13	26572
2045	bullets	13	26585
2046	hurled	13	26598
2047	jyotirmoy	13	26611
2048	alarmed	13	26624
2049	alerted	13	26637
2050	finding	13	26650
2051	alternative	13	26663
2052	tapan	13	26676
2053	roychowdhury	13	26689
2054	lathicharge	13	26702
2055	juster	13	26715
2056	aviation	13	26728
2057	acting	13	26741
2058	buddha	13	26754
2059	militant	13	26767
2060	klo	13	26780
2061	adequate	13	26793
2062	learning	13	26806
2063	taught	13	26819
2064	delegates	13	26832
2065	bhadreswar	13	26845
2066	potato	13	26858
2067	uttar	13	26871
2068	virtually	13	26884
2069	markets	13	26897
2070	phd	13	26910
2071	laloo	13	26923
2072	gathered	13	26936
2073	munshi	13	26949
2074	signal	13	26962
2075	hunt	13	26975
2076	shooting	13	26988
2077	becoming	13	27001
2078	functioning	13	27014
2079	live	13	27027
2080	discussions	13	27040
2081	dress	13	27053
2082	bala	13	27066
2083	accepted	13	27079
2084	elsewhere	13	27092
2085	inaugurate	13	27105
2086	duleys	13	27118
2087	nurses	13	27131
2088	suddenly	13	27144
2089	nakashipara	13	27157
2090	abduction	13	27170
2091	infiltration	13	27183
2092	gheraoed	13	27196
2093	prison	13	27209
2094	sunil	13	27222
2095	risk	13	27235
2096	iit	13	27248
2097	break	13	27261
2098	shouted	13	27274
2099	insiders	13	27287
2100	locality	13	27300
2101	jawan	13	27313
2102	shared	13	27326
2103	ak	13	27339
2104	fish	13	27352
2105	protesters	13	27365
2106	die	13	27378
2107	medicine	13	27391
2108	forests	13	27404
2109	save	13	27417
2110	master	13	27430
2111	rounds	13	27443
2112	grants	13	27456
2113	operate	13	27469
2114	anita	13	27482
2115	status	13	27495
2116	peaceful	13	27508
2117	depot	13	27521
2118	controversy	13	27534
2119	walk	13	27547
2120	heist	13	27560
2121	constitution	13	27573
2122	samity	13	27586
2123	church	13	27599
2124	goods	13	27612
2125	halim	13	27625
2126	tabled	13	27638
2127	showed	13	27651
2128	holiday	13	27664
2129	challenge	13	27677
2130	protests	13	27690
2131	lecturers	13	27703
2132	hundreds	13	27716
2133	rush	13	27729
2134	diamond	13	27742
2135	chapra	13	27755
2136	ties	13	27768
2137	hossain	13	27781
2138	opposite	13	27794
2139	gyanwant	13	27807
